age,age_group,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,td_enroll
37,GenX,services,single,tertiary,1189,no,no,cellular,323,9,199,4,other,yes
25,Millennial,student,single,secondary,486,no,no,cellular,273,3,199,4,failure,yes
67,Boomer,retired,married,unknown,2540,no,no,telephone,279,3,92,9,success,yes
72,Boomer,admin.,married,primary,2321,no,no,cellular,221,2,64,12,failure,yes
62,Boomer,retired,married,tertiary,2557,yes,no,cellular,211,1,216,7,success,yes
41,GenX,admin.,married,secondary,3138,no,no,cellular,409,1,398,1,failure,yes
28,Millennial,management,single,tertiary,1720,no,no,cellular,230,1,91,4,success,yes
68,Boomer,retired,divorced,primary,2027,no,no,cellular,404,2,91,4,success,yes
75,Boomer,retired,married,primary,1765,no,no,telephone,808,1,187,4,failure,yes
74,Boomer,retired,married,tertiary,1843,no,no,cellular,251,2,184,3,success,yes
35,GenX,blue-collar,married,secondary,262,no,no,cellular,331,1,75,6,failure,yes
49,GenX,management,married,tertiary,1093,yes,yes,cellular,316,1,246,4,success,yes
39,GenX,management,married,unknown,76,no,no,cellular,200,1,183,1,success,yes
38,GenX,management,married,tertiary,1477,no,no,cellular,385,3,769,2,failure,yes
72,Boomer,retired,married,tertiary,3561,no,no,telephone,511,3,184,7,success,yes
31,Millennial,management,single,tertiary,3340,no,no,cellular,213,2,469,3,success,yes
49,GenX,technician,married,tertiary,1071,no,no,cellular,225,1,91,1,success,yes
29,Millennial,management,married,tertiary,247,no,no,cellular,143,2,587,3,failure,yes
61,Boomer,housemaid,married,primary,2580,no,no,cellular,270,3,202,7,other,yes
60,Boomer,retired,married,secondary,975,no,no,cellular,303,1,792,1,failure,yes
58,Boomer,management,divorced,unknown,2986,no,no,cellular,414,1,91,5,other,yes
23,Millennial,self-employed,single,tertiary,780,no,no,cellular,393,1,183,3,success,yes
67,Boomer,retired,married,secondary,2048,no,no,cellular,452,5,195,4,other,yes
41,GenX,management,married,tertiary,0,no,no,cellular,294,4,63,11,other,yes
31,Millennial,student,single,tertiary,4951,no,no,cellular,285,3,81,3,failure,yes
34,Millennial,management,married,tertiary,3301,yes,no,cellular,164,5,92,6,success,yes
37,GenX,management,divorced,tertiary,488,yes,no,cellular,328,1,854,2,failure,yes
46,GenX,management,divorced,tertiary,624,no,no,cellular,336,2,183,2,success,yes
44,GenX,management,divorced,tertiary,2367,no,no,cellular,263,1,184,6,success,yes
23,Millennial,technician,single,secondary,283,yes,no,cellular,175,1,184,2,success,yes
41,GenX,technician,married,secondary,1819,no,no,cellular,397,1,371,3,failure,yes
36,GenX,management,single,tertiary,5958,yes,no,cellular,155,1,184,1,success,yes
60,Boomer,admin.,married,secondary,3735,no,no,cellular,183,1,184,11,success,yes
55,Boomer,management,married,secondary,2693,no,no,cellular,182,1,184,7,success,yes
43,GenX,unemployed,married,secondary,0,yes,yes,cellular,183,2,184,13,failure,yes
31,Millennial,housemaid,married,secondary,243,yes,no,cellular,305,2,842,1,failure,yes
33,Millennial,management,single,tertiary,224,no,no,cellular,409,2,92,4,success,yes
29,Millennial,unemployed,single,secondary,1055,no,no,cellular,427,1,603,1,failure,yes
59,Boomer,management,married,tertiary,5397,no,no,cellular,244,1,92,3,success,yes
30,Millennial,self-employed,single,tertiary,655,no,no,cellular,272,4,184,1,success,yes
35,GenX,admin.,single,secondary,303,no,no,cellular,173,2,190,10,other,yes
40,GenX,management,single,tertiary,3840,yes,no,cellular,232,2,409,2,success,yes
32,Millennial,blue-collar,single,secondary,2093,no,no,cellular,224,2,444,1,failure,yes
49,GenX,management,married,tertiary,1167,yes,yes,cellular,249,1,91,14,success,yes
55,Boomer,services,divorced,secondary,0,no,no,cellular,262,6,193,4,success,yes
81,Boomer,retired,divorced,primary,949,no,no,cellular,188,2,280,1,other,yes
38,GenX,services,married,secondary,2678,no,no,cellular,282,2,187,1,success,yes
48,GenX,management,single,tertiary,334,yes,no,cellular,600,2,92,12,success,yes
61,Boomer,retired,married,secondary,11,no,no,cellular,232,1,92,3,success,yes
28,Millennial,management,single,tertiary,390,no,no,cellular,845,1,232,4,success,yes
31,Millennial,student,single,secondary,3511,no,no,cellular,311,1,96,1,success,yes
39,GenX,management,married,tertiary,2939,no,no,cellular,608,1,99,3,failure,yes
48,GenX,services,divorced,unknown,973,no,no,cellular,319,1,134,2,success,yes
32,Millennial,technician,single,unknown,491,no,no,cellular,251,2,91,7,success,yes
58,Boomer,admin.,divorced,secondary,3337,yes,no,telephone,369,2,690,3,failure,yes
48,GenX,admin.,married,secondary,368,no,no,cellular,363,2,140,7,success,yes
28,Millennial,unknown,single,unknown,326,no,no,cellular,450,1,231,1,success,yes
36,GenX,technician,single,secondary,12264,no,no,cellular,285,1,182,2,success,yes
67,Boomer,retired,married,secondary,203,no,no,cellular,405,1,266,2,success,yes
30,Millennial,management,single,tertiary,502,no,no,cellular,463,3,95,6,success,yes
24,Millennial,student,single,secondary,1809,no,no,cellular,165,1,95,2,success,yes
33,Millennial,management,single,tertiary,816,yes,no,cellular,383,2,503,2,failure,yes
31,Millennial,management,married,tertiary,4328,no,no,cellular,203,4,165,14,success,yes
25,Millennial,blue-collar,single,secondary,1857,yes,no,cellular,187,1,91,12,success,yes
33,Millennial,management,single,tertiary,131,yes,no,cellular,209,3,427,2,failure,yes
36,GenX,management,single,tertiary,2646,no,no,cellular,169,1,182,10,success,yes
62,Boomer,self-employed,divorced,tertiary,6,yes,no,cellular,216,1,183,4,success,yes
29,Millennial,self-employed,single,tertiary,1579,no,no,cellular,190,1,92,5,success,yes
26,Millennial,blue-collar,single,secondary,2007,no,no,cellular,194,1,92,5,success,yes
38,GenX,management,married,tertiary,413,no,no,cellular,252,2,183,3,success,yes
59,Boomer,technician,married,secondary,1,no,no,cellular,585,1,182,5,success,yes
51,Boomer,management,married,tertiary,469,no,no,cellular,491,1,182,3,success,yes
28,Millennial,self-employed,single,tertiary,159,no,no,cellular,246,2,420,2,other,yes
27,Millennial,technician,single,secondary,643,no,no,telephone,301,1,93,1,success,yes
60,Boomer,retired,divorced,secondary,514,no,no,cellular,187,2,213,10,success,yes
42,GenX,unemployed,married,secondary,1289,no,no,cellular,1176,3,92,6,success,yes
47,GenX,admin.,married,secondary,3676,no,no,cellular,567,1,95,3,success,yes
45,GenX,management,single,tertiary,2048,yes,no,cellular,310,1,804,1,failure,yes
43,GenX,unemployed,married,tertiary,0,no,no,cellular,464,1,94,2,success,yes
22,Millennial,management,single,tertiary,104,no,yes,cellular,509,1,185,3,success,yes
49,GenX,blue-collar,married,secondary,1946,no,no,cellular,192,1,95,1,success,yes
42,GenX,management,married,unknown,1519,no,no,cellular,230,1,92,1,success,yes
64,Boomer,management,married,tertiary,5112,no,no,telephone,898,7,137,11,other,yes
44,GenX,management,single,tertiary,1090,no,no,cellular,178,4,93,6,success,yes
64,Boomer,retired,divorced,secondary,4833,no,no,cellular,621,1,181,3,failure,yes
29,Millennial,student,single,secondary,1925,no,no,cellular,150,3,149,5,success,yes
52,Boomer,management,married,secondary,335,no,no,cellular,411,1,182,1,failure,yes
52,Boomer,technician,married,secondary,371,yes,yes,cellular,453,1,183,3,success,yes
27,Millennial,unemployed,single,secondary,771,no,no,cellular,181,1,302,3,other,yes
54,Boomer,management,divorced,tertiary,5475,no,no,cellular,1032,1,91,4,success,yes
37,GenX,management,married,tertiary,203,no,no,cellular,759,1,90,5,success,yes
28,Millennial,technician,single,tertiary,11862,no,no,cellular,549,2,238,13,other,yes
77,Boomer,retired,married,secondary,820,no,no,telephone,330,2,181,4,success,yes
34,Millennial,technician,single,secondary,1279,yes,no,cellular,339,3,91,10,success,yes
59,Boomer,entrepreneur,married,secondary,496,no,no,cellular,738,3,183,1,success,yes
29,Millennial,blue-collar,single,tertiary,455,no,no,cellular,542,4,148,3,success,yes
38,GenX,management,married,tertiary,536,yes,no,cellular,234,1,92,1,success,yes
33,Millennial,admin.,single,tertiary,146,no,no,cellular,380,1,91,3,success,yes
37,GenX,technician,married,secondary,480,no,no,cellular,344,2,182,8,other,yes
47,GenX,admin.,single,secondary,1693,yes,no,cellular,608,2,92,4,other,yes
63,Boomer,retired,married,secondary,1495,no,no,cellular,389,1,195,4,other,yes
61,Boomer,self-employed,married,tertiary,10861,no,no,cellular,225,1,91,5,success,yes
30,Millennial,management,single,tertiary,985,yes,no,cellular,304,1,94,2,success,yes
74,Boomer,retired,married,secondary,935,no,no,cellular,400,1,173,3,success,yes
31,Millennial,admin.,single,secondary,410,no,no,cellular,182,1,185,1,success,yes
33,Millennial,admin.,married,secondary,51,yes,yes,cellular,253,1,284,3,success,yes
32,Millennial,technician,married,secondary,660,no,no,cellular,226,2,490,1,failure,yes
25,Millennial,student,single,secondary,679,no,no,cellular,297,5,94,6,other,yes
78,Boomer,management,married,unknown,1780,yes,no,cellular,211,2,185,7,success,yes
26,Millennial,management,single,tertiary,222,no,no,cellular,318,1,120,3,success,yes
25,Millennial,student,single,secondary,1868,no,no,cellular,259,1,103,2,other,yes
47,GenX,admin.,married,secondary,1210,no,no,cellular,604,1,91,4,failure,yes
32,Millennial,technician,married,secondary,1547,no,no,cellular,289,1,805,4,other,yes
56,Boomer,admin.,divorced,secondary,1693,no,no,cellular,238,4,442,4,failure,yes
54,Boomer,technician,married,tertiary,876,no,no,cellular,269,3,541,3,success,yes
46,GenX,technician,married,unknown,3308,no,no,cellular,171,1,91,2,success,yes
24,Millennial,student,single,secondary,822,no,no,cellular,184,1,91,2,failure,yes
70,Boomer,retired,married,secondary,0,no,no,cellular,258,1,92,5,success,yes
63,Boomer,entrepreneur,married,secondary,3904,no,no,telephone,360,1,96,4,success,yes
22,Millennial,student,single,secondary,2488,no,no,cellular,449,2,38,10,other,yes
38,GenX,technician,married,tertiary,88,no,no,cellular,282,2,186,4,success,yes
44,GenX,entrepreneur,married,tertiary,121,no,no,cellular,248,1,91,1,success,yes
52,Boomer,technician,married,tertiary,0,no,no,cellular,467,3,92,7,failure,yes
35,GenX,technician,married,secondary,0,yes,no,cellular,524,1,96,5,success,yes
29,Millennial,admin.,single,secondary,464,no,no,cellular,208,2,91,3,success,yes
41,GenX,unemployed,single,tertiary,79,no,no,telephone,394,1,390,2,success,yes
62,Boomer,retired,married,tertiary,2557,yes,no,cellular,404,1,57,8,success,yes
62,Boomer,blue-collar,married,secondary,272,no,no,cellular,289,1,92,3,success,yes
38,GenX,entrepreneur,single,secondary,2543,no,no,cellular,357,3,93,5,success,yes
36,GenX,admin.,divorced,secondary,1224,yes,no,cellular,482,1,374,1,success,yes
34,Millennial,blue-collar,married,secondary,320,yes,no,cellular,413,1,92,3,success,yes
34,Millennial,technician,married,secondary,133,no,no,cellular,401,2,187,5,success,yes
60,Boomer,services,married,tertiary,4256,yes,no,cellular,200,1,92,4,success,yes
29,Millennial,management,single,secondary,703,yes,no,cellular,236,1,550,2,success,yes
32,Millennial,blue-collar,married,secondary,136,no,no,cellular,206,1,188,3,success,yes
75,Boomer,retired,divorced,tertiary,3810,yes,no,cellular,262,1,183,1,failure,yes
28,Millennial,self-employed,single,tertiary,159,no,no,cellular,449,2,33,4,success,yes
68,Boomer,retired,married,secondary,1146,no,no,cellular,212,1,187,6,success,yes
53,Boomer,management,married,tertiary,583,no,no,cellular,226,1,184,4,success,yes
73,Boomer,retired,married,secondary,2850,no,no,cellular,300,1,40,8,failure,yes
72,Boomer,retired,married,secondary,5715,no,no,cellular,1127,5,184,3,success,yes
60,Boomer,admin.,divorced,secondary,4519,no,no,cellular,136,1,91,1,failure,no
29,Millennial,admin.,married,secondary,2,yes,no,cellular,339,1,362,1,failure,no
38,GenX,blue-collar,married,secondary,1407,yes,no,cellular,169,3,174,7,failure,no
28,Millennial,services,single,secondary,1347,no,no,telephone,317,2,108,14,other,no
24,Millennial,student,single,tertiary,1592,no,no,cellular,98,3,111,5,other,no
37,GenX,technician,single,tertiary,6101,no,no,cellular,60,5,87,1,success,no
40,GenX,admin.,married,secondary,367,yes,no,telephone,89,1,274,1,failure,no
39,GenX,blue-collar,single,secondary,-480,yes,yes,cellular,147,2,252,3,other,no
36,GenX,self-employed,married,tertiary,506,no,no,cellular,124,1,92,3,success,no
34,Millennial,blue-collar,married,secondary,0,yes,no,cellular,325,1,170,2,failure,no
44,GenX,self-employed,married,primary,414,yes,no,cellular,138,1,272,2,other,no
34,Millennial,services,married,secondary,210,yes,yes,cellular,175,1,332,1,failure,no
39,GenX,blue-collar,single,secondary,175,no,no,cellular,17,1,365,2,other,no
29,Millennial,technician,single,tertiary,828,yes,no,cellular,215,3,321,3,other,no
79,Boomer,retired,divorced,unknown,2628,no,no,telephone,220,7,450,2,failure,no
58,Boomer,retired,divorced,secondary,8266,yes,no,cellular,98,2,271,1,failure,no
37,GenX,blue-collar,single,primary,851,yes,no,cellular,151,1,352,1,failure,no
51,Boomer,admin.,married,tertiary,0,yes,yes,cellular,177,4,99,2,success,no
33,Millennial,management,married,tertiary,17946,yes,no,cellular,15,4,87,6,failure,no
32,Millennial,blue-collar,married,secondary,25,yes,no,cellular,28,2,345,3,other,no
45,GenX,technician,divorced,secondary,982,yes,no,cellular,123,2,454,3,success,no
29,Millennial,blue-collar,married,secondary,137,yes,no,cellular,343,2,316,3,other,no
27,Millennial,blue-collar,single,secondary,-116,yes,yes,cellular,432,2,343,1,failure,no
55,Boomer,technician,married,secondary,273,yes,no,cellular,84,3,183,3,failure,no
45,GenX,technician,married,secondary,3395,yes,no,cellular,92,1,188,1,failure,no
39,GenX,blue-collar,married,secondary,49,yes,no,cellular,566,1,370,2,failure,no
32,Millennial,technician,married,secondary,106,no,no,cellular,12,8,174,9,other,no
38,GenX,technician,single,secondary,1211,yes,no,cellular,498,1,358,1,success,no
38,GenX,blue-collar,married,primary,2240,yes,no,cellular,551,1,183,1,failure,no
39,GenX,services,married,secondary,20928,no,no,cellular,1166,1,352,1,other,no
54,Boomer,blue-collar,married,primary,489,yes,yes,cellular,280,4,287,3,other,no
26,Millennial,student,single,tertiary,249,yes,no,cellular,445,2,371,1,other,no
28,Millennial,admin.,single,secondary,392,yes,yes,cellular,214,2,259,2,failure,no
25,Millennial,management,single,tertiary,2305,no,no,cellular,193,1,86,1,failure,no
60,Boomer,management,married,secondary,0,no,no,telephone,1745,3,62,3,failure,no
34,Millennial,blue-collar,married,secondary,360,yes,no,telephone,46,1,182,2,failure,no
58,Boomer,management,married,tertiary,0,yes,yes,cellular,293,1,351,2,failure,no
47,GenX,admin.,married,primary,31,yes,no,cellular,50,1,356,1,failure,no
37,GenX,management,married,tertiary,64,no,no,cellular,219,1,295,1,failure,no
31,Millennial,blue-collar,single,primary,3466,yes,no,telephone,267,3,183,25,other,no
55,Boomer,blue-collar,divorced,secondary,4053,no,no,cellular,113,1,166,2,failure,no
34,Millennial,technician,single,secondary,1227,no,no,telephone,122,1,109,1,other,no
39,GenX,management,single,secondary,4278,yes,no,cellular,43,1,111,2,other,no
28,Millennial,management,single,tertiary,1840,no,no,cellular,1472,1,143,10,other,no
64,Boomer,retired,married,primary,43,no,no,cellular,117,1,91,1,success,no
55,Boomer,self-employed,married,secondary,2408,no,no,telephone,327,2,140,1,failure,no
44,GenX,blue-collar,married,secondary,3060,yes,no,cellular,87,2,151,3,failure,no
30,Millennial,management,single,tertiary,499,yes,no,cellular,92,2,90,1,failure,no
35,GenX,admin.,married,secondary,34,yes,no,cellular,249,2,365,3,failure,no
37,GenX,management,married,tertiary,0,no,no,cellular,44,1,123,2,failure,no
57,Boomer,retired,married,secondary,0,yes,no,cellular,127,1,363,4,failure,no
35,GenX,admin.,divorced,secondary,183,no,yes,cellular,12,7,217,1,failure,no
54,Boomer,management,divorced,tertiary,2152,no,no,cellular,226,3,186,7,other,no
43,GenX,admin.,married,primary,392,yes,yes,cellular,110,1,208,2,failure,no
34,Millennial,admin.,single,secondary,69,yes,no,telephone,92,3,362,4,other,no
36,GenX,management,married,tertiary,222,yes,no,cellular,317,1,169,2,failure,no
37,GenX,blue-collar,married,secondary,504,yes,no,cellular,87,2,347,2,failure,no
30,Millennial,management,married,tertiary,196,no,no,cellular,68,1,101,4,other,no
43,GenX,management,divorced,tertiary,221,yes,no,cellular,313,1,369,2,failure,no
42,GenX,blue-collar,married,primary,21,yes,no,cellular,383,5,288,11,other,no
39,GenX,entrepreneur,divorced,tertiary,208,yes,no,cellular,81,1,240,2,failure,no
44,GenX,blue-collar,married,primary,4581,yes,no,cellular,520,3,146,2,failure,no
84,Boomer,retired,divorced,primary,2619,no,no,telephone,145,2,115,2,failure,no
33,Millennial,blue-collar,married,secondary,1,yes,no,cellular,67,4,178,3,failure,no
45,GenX,admin.,married,secondary,985,yes,no,telephone,156,1,267,1,failure,no
27,Millennial,services,married,secondary,54,yes,no,cellular,97,1,370,1,failure,no
27,Millennial,blue-collar,single,secondary,153,yes,no,cellular,198,3,346,1,failure,no
48,GenX,unemployed,married,secondary,1811,yes,no,telephone,137,4,111,3,failure,no
60,Boomer,retired,married,secondary,2060,no,no,cellular,135,4,95,4,failure,no
34,Millennial,management,single,tertiary,417,yes,no,cellular,99,2,135,3,failure,no
26,Millennial,student,single,secondary,372,yes,no,cellular,34,11,374,2,other,no
53,Boomer,technician,divorced,secondary,392,yes,no,cellular,70,1,245,1,failure,no
34,Millennial,blue-collar,married,primary,2720,yes,no,cellular,147,2,179,3,failure,no
43,GenX,blue-collar,married,secondary,902,yes,no,cellular,91,1,328,1,failure,no
27,Millennial,technician,single,secondary,639,yes,no,cellular,119,1,314,5,success,no
44,GenX,technician,divorced,secondary,106,yes,no,unknown,17,1,175,1,failure,no
30,Millennial,management,married,tertiary,112,yes,no,cellular,464,2,258,1,other,no
36,GenX,blue-collar,married,unknown,-400,yes,yes,cellular,362,2,307,1,failure,no
45,GenX,blue-collar,married,secondary,2926,yes,yes,cellular,482,3,120,2,failure,no
63,Boomer,retired,married,tertiary,4692,yes,no,cellular,88,1,181,2,failure,no
30,Millennial,technician,single,secondary,1395,yes,no,cellular,199,2,354,1,failure,no
35,GenX,management,married,tertiary,0,yes,no,cellular,197,4,30,1,failure,no
30,Millennial,management,married,secondary,-559,yes,yes,cellular,98,1,167,2,failure,no
33,Millennial,blue-collar,married,primary,902,yes,no,cellular,207,2,247,2,failure,no
39,GenX,services,married,secondary,3165,yes,no,cellular,56,1,368,2,failure,no
56,Boomer,retired,married,primary,16432,no,no,cellular,702,2,189,2,failure,no
26,Millennial,services,single,tertiary,130,yes,no,cellular,24,7,302,1,failure,no
33,Millennial,services,single,secondary,772,yes,no,cellular,323,2,259,3,success,no
33,Millennial,services,married,secondary,204,yes,yes,cellular,142,2,357,3,failure,no
41,GenX,management,married,tertiary,4063,yes,no,cellular,14,5,172,2,failure,no
36,GenX,management,single,tertiary,953,yes,no,cellular,72,1,346,1,other,no
60,Boomer,admin.,married,secondary,-396,yes,no,cellular,443,1,350,1,failure,no
41,GenX,management,married,secondary,1956,no,no,cellular,114,6,168,11,other,no
53,Boomer,blue-collar,married,secondary,1103,yes,yes,cellular,101,2,250,4,failure,no
43,GenX,technician,married,primary,321,yes,no,cellular,12,5,268,6,other,no
70,Boomer,retired,married,secondary,2815,no,no,cellular,125,2,182,1,failure,no
30,Millennial,entrepreneur,married,secondary,-388,yes,no,cellular,263,1,293,3,failure,no
53,Boomer,blue-collar,married,primary,2144,yes,no,cellular,217,2,342,1,failure,no
32,Millennial,self-employed,married,primary,1074,yes,no,cellular,38,1,329,2,failure,no
43,GenX,blue-collar,married,primary,188,yes,no,cellular,58,3,347,5,failure,no
50,GenX,technician,married,tertiary,3117,no,no,cellular,44,2,164,1,failure,no
30,Millennial,admin.,single,secondary,81,yes,no,cellular,121,6,112,3,other,no
49,GenX,blue-collar,married,secondary,171,no,no,cellular,19,3,175,2,other,no
45,GenX,self-employed,married,secondary,830,no,no,cellular,180,1,111,2,failure,no
60,Boomer,retired,married,primary,0,yes,no,cellular,68,3,343,1,other,no
35,GenX,blue-collar,married,secondary,1257,yes,no,cellular,93,3,329,7,failure,no
40,GenX,services,married,secondary,961,no,yes,cellular,589,1,133,4,other,no
29,Millennial,management,single,tertiary,266,no,no,cellular,176,1,185,1,failure,no
32,Millennial,technician,single,secondary,271,yes,no,cellular,80,2,268,2,other,no
38,GenX,technician,married,secondary,183,yes,no,cellular,256,3,339,2,failure,no
51,Boomer,technician,married,tertiary,1347,yes,yes,cellular,116,1,79,2,success,no
40,GenX,services,married,secondary,-212,yes,yes,cellular,71,1,258,1,failure,no
39,GenX,blue-collar,married,secondary,0,yes,no,cellular,513,3,176,2,failure,no
56,Boomer,management,married,primary,199,yes,yes,cellular,331,2,209,1,failure,no
45,GenX,unemployed,divorced,primary,757,no,no,cellular,103,1,325,4,failure,no
36,GenX,self-employed,married,secondary,1245,yes,no,cellular,8,7,248,9,success,no
34,Millennial,blue-collar,single,secondary,39,no,no,cellular,254,2,299,3,failure,no
36,GenX,blue-collar,married,primary,0,yes,no,cellular,108,2,367,2,failure,no
34,Millennial,technician,married,secondary,0,yes,no,cellular,146,1,91,2,other,no
40,GenX,admin.,single,secondary,985,yes,no,cellular,313,3,145,5,other,no
40,GenX,blue-collar,single,primary,446,yes,no,cellular,594,4,331,1,failure,no
33,Millennial,management,single,tertiary,373,no,yes,cellular,169,3,93,1,failure,no
53,Boomer,admin.,married,secondary,350,no,yes,cellular,113,3,132,2,failure,no
35,GenX,management,married,tertiary,1212,yes,no,cellular,235,1,352,1,other,no
37,GenX,management,single,tertiary,808,no,no,cellular,29,4,349,1,failure,no
54,Boomer,technician,divorced,secondary,1663,yes,no,telephone,41,1,150,9,other,no
57,Boomer,blue-collar,single,primary,739,yes,no,cellular,172,2,364,1,failure,no
67,Boomer,retired,married,primary,10776,no,no,telephone,176,2,99,17,other,no
60,Boomer,housemaid,married,primary,182,no,no,cellular,141,1,10,10,failure,no
37,GenX,student,single,secondary,681,no,no,cellular,187,1,8,1,other,no
32,Millennial,blue-collar,single,secondary,160,yes,no,telephone,48,1,265,1,failure,no
36,GenX,blue-collar,married,primary,300,yes,no,cellular,57,1,342,1,failure,no
39,GenX,technician,married,secondary,6,yes,no,cellular,122,3,357,4,failure,no
32,Millennial,technician,single,tertiary,1710,yes,no,cellular,439,1,175,3,other,no
34,Millennial,admin.,married,secondary,95,yes,no,cellular,114,4,364,22,other,no
41,GenX,technician,married,secondary,-312,yes,no,cellular,90,1,348,1,failure,no
54,Boomer,blue-collar,married,secondary,143,yes,no,cellular,278,2,309,5,failure,no
53,Boomer,entrepreneur,married,secondary,111,yes,no,cellular,600,3,189,2,failure,no
49,GenX,retired,divorced,secondary,-268,yes,no,cellular,42,2,206,5,failure,no
76,Boomer,retired,married,tertiary,0,no,no,telephone,92,3,169,1,failure,no
49,GenX,self-employed,married,tertiary,202,yes,no,cellular,139,1,166,3,other,no
42,GenX,technician,married,secondary,769,no,no,cellular,187,2,246,1,failure,no
34,Millennial,management,married,tertiary,1388,yes,no,cellular,222,1,93,4,failure,no
46,GenX,management,divorced,tertiary,-154,yes,yes,cellular,150,2,247,2,failure,no
36,GenX,self-employed,married,tertiary,307,yes,no,cellular,341,1,330,2,other,no
55,Boomer,blue-collar,married,primary,-219,yes,no,telephone,427,2,364,4,failure,no
33,Millennial,technician,single,tertiary,6281,yes,no,cellular,1057,1,393,4,success,no
30,Millennial,technician,married,secondary,274,yes,yes,cellular,105,5,102,2,failure,no
42,GenX,services,single,secondary,0,yes,no,cellular,67,7,177,1,other,no
31,Millennial,blue-collar,single,secondary,-457,yes,no,cellular,270,4,366,2,failure,no
38,GenX,technician,married,secondary,1442,yes,no,cellular,113,1,119,1,failure,no
38,GenX,technician,married,tertiary,-3,no,no,cellular,251,2,101,3,failure,no
55,Boomer,blue-collar,married,primary,145,no,no,telephone,59,3,5,2,other,no
34,Millennial,student,single,unknown,242,no,no,telephone,364,2,244,2,failure,no
31,Millennial,services,married,secondary,490,yes,no,cellular,394,5,179,2,other,no
31,Millennial,management,single,tertiary,62,yes,no,cellular,175,1,293,5,failure,no
38,GenX,technician,married,secondary,1,yes,no,cellular,57,5,199,1,success,no
37,GenX,blue-collar,married,primary,2079,yes,yes,cellular,299,1,360,2,failure,no
19,Millennial,student,single,secondary,424,no,no,cellular,121,3,195,2,other,no
31,Millennial,management,married,tertiary,-181,yes,no,cellular,127,1,170,2,failure,no
59,Boomer,retired,divorced,primary,1194,yes,no,cellular,132,4,389,2,failure,no
52,Boomer,blue-collar,married,tertiary,297,yes,no,cellular,62,2,195,1,failure,no
37,GenX,management,single,tertiary,2163,no,no,cellular,114,1,234,1,failure,no
55,Boomer,unknown,married,secondary,1157,no,no,cellular,289,1,412,2,failure,no
55,Boomer,technician,married,secondary,312,no,no,cellular,13,8,9,3,other,no
44,GenX,admin.,married,secondary,0,yes,no,cellular,142,1,260,1,other,no
53,Boomer,self-employed,married,tertiary,451,yes,no,cellular,125,1,249,2,failure,no
53,Boomer,services,married,primary,2618,yes,no,cellular,185,2,165,2,failure,no
32,Millennial,technician,single,tertiary,13711,yes,no,cellular,638,1,175,3,success,no
27,Millennial,management,single,tertiary,390,no,no,cellular,190,1,82,1,success,no
33,Millennial,self-employed,married,secondary,217,yes,yes,cellular,132,5,304,5,failure,no
27,Millennial,management,single,tertiary,321,yes,no,cellular,173,2,307,1,other,no
36,GenX,admin.,single,secondary,733,yes,no,cellular,176,1,322,2,other,no
35,GenX,self-employed,married,tertiary,1250,yes,no,cellular,361,1,136,1,other,no
52,Boomer,management,divorced,primary,11,no,no,cellular,365,1,9,1,other,no
32,Millennial,management,single,tertiary,796,no,yes,cellular,198,1,160,1,failure,no
57,Boomer,retired,married,tertiary,1458,no,no,cellular,250,1,107,5,failure,no
33,Millennial,blue-collar,single,secondary,228,no,no,telephone,110,1,89,4,failure,no
59,Boomer,management,married,tertiary,2143,yes,no,cellular,59,1,268,1,failure,no
35,GenX,blue-collar,married,secondary,270,yes,yes,cellular,332,2,335,1,failure,no
28,Millennial,management,single,tertiary,207,no,no,cellular,129,1,94,4,failure,no
49,GenX,technician,married,secondary,3466,yes,no,cellular,161,3,410,2,success,no
37,GenX,management,married,tertiary,900,yes,no,cellular,116,1,18,3,failure,no
34,Millennial,technician,single,secondary,347,yes,no,cellular,154,2,197,6,failure,no
46,GenX,admin.,divorced,secondary,1198,yes,yes,cellular,837,1,307,1,other,no
41,GenX,management,married,tertiary,-456,no,no,cellular,427,4,144,1,failure,no
30,Millennial,self-employed,married,tertiary,163,yes,no,cellular,149,1,362,8,other,no
39,GenX,services,married,secondary,173,yes,no,cellular,96,2,182,2,failure,no
34,Millennial,blue-collar,married,secondary,-10,yes,no,cellular,216,1,370,1,failure,no
26,Millennial,technician,single,tertiary,43,yes,yes,cellular,169,3,246,1,failure,no
49,GenX,self-employed,married,tertiary,503,yes,no,cellular,310,4,200,1,failure,no
33,Millennial,technician,single,secondary,647,yes,yes,cellular,124,1,273,1,other,no
57,Boomer,admin.,divorced,secondary,-435,yes,yes,cellular,89,5,273,2,failure,no
38,GenX,technician,married,secondary,1063,yes,no,cellular,51,5,113,2,failure,no
23,Millennial,blue-collar,single,secondary,0,yes,no,cellular,6,5,350,2,failure,no
37,GenX,technician,married,secondary,24,yes,no,cellular,136,1,105,2,failure,no
27,Millennial,services,single,secondary,-74,yes,no,cellular,151,1,345,1,failure,no
64,Boomer,retired,married,tertiary,2059,no,yes,cellular,326,1,95,1,other,no
37,GenX,services,single,secondary,50,no,no,cellular,244,1,154,8,other,no
58,Boomer,management,single,tertiary,1387,yes,no,telephone,140,6,6,6,other,no
33,Millennial,management,single,tertiary,-149,yes,no,cellular,111,1,296,3,failure,no
38,GenX,admin.,divorced,secondary,407,yes,yes,cellular,146,1,183,1,failure,no
